message_id	response_id	article_id	empathy	distress	empathy_bin	distress_bin	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	conversation_id	speaker_id	speaker_number	split	essay_id
		174	1.0	5.5			Have you been reading about what is happening in Iraq, militants taking control of villages and just rounding up thousands of them for executions. It is absolutely horrible and disgusting that people are capable of doing something like that to each other and seeing each other as less than human. Over 5000 people kidnapped it really makes me feel for their families and hope that change occurs over there.	Disgust	1	4	2	23	70000	4.0	5.5	6.5	3.5	5.0	2.286	2.0	3.0	4.429	259.0	23.0	1.0	train	258.0
R_10Tabapshu2tvvK_2	R_10Tabapshu2tvvK	114	4.667	6.375	1.0	1.0	"I can not believe Canada took so many native people and put them in their ""proper"" schools. They took away their language and their heritage. And on top of all that 6000 died! Plus many were abused! This is horrible! I am so upset by this! I mean seriously? How could they do that! And the worst part is that was still going on all the way up to 1996!!! That is insane! And they only apologized in 2008. Way too late. I mean the harm they did to these children is massive. They need to make up for what they have done!"	anger	2	2	1	36	91000	5.5	6.0	6.0	6.5	4.5	4.0	2.714	3.286	4.857					
R_3hfrOLRuz2g5NyW_4	R_3hfrOLRuz2g5NyW	310	2.167	3.125	0.0	0.0	Wow - what a lucky cop!! I can't believe he was able to stop that guy.  The community is much better off without him.  As fascinating as I find true crime, I really don't understand the impulse of some people to kill.  It's crazy.  I can't believe the damage that guy caused. Luckily, he was stopped!!	surprise	2	6	1	28	66000	4.5	4.0	7.0	4.5	3.0	2.4290000000000003	1.857	4.857	2.714					
		186	5.5	5.875			This angers me to know stuff like this still goes on in 2019. The fact that another country has to help another with troops shows that we aren't in better times like some people say. Kenya  deported an official knowing he was most likely to die when he arrived back in Sudan. This is cold blooded and Kenya should be ashamed of themselves for this.	Anger/Disgust	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	342.0	19.0	2.0	train	841.0
R_3njSNhzart0R0sE_4	R_3njSNhzart0R0sE	253	4.167	4.0	1.0	1.0	This is very unnerving news. Drug addiction is a serious problem that both America and the rest of the world is facing. There are many victims from the children that are born to drug abusers to the drug abusers who can no longer take care of their children responsibly due to their addiction. Drug addiction is one of the major issues facing society and is one that must be addressed immediately and urgently.	fear	1	6	1	30	45000	6.0	6.0	1.0	5.5	7.0	4.857	1.714	3.0	2.4290000000000003					
		386	6.333333333333333	5.75			I was saddened by the content in the article. I do think PTSD is real and is a serious issue. I can't even imagine what those soldiers have to go through, and I hope that my loved ones never find out. I think it's understandable that adjusting back would be difficult. I really think we need to do better taking care of our troops... even in the beginning. Do we really need them? Are we putting their interests at heart, or just our political ones?	Sadness	2	6	1	31	34999	6.5	7.0	2.0	3.5	4.0	4.286	2.857	5.0	4.571	31.0	45.0	1.0	train	30.0
R_3oTOlb2UT21kncA_4	R_3oTOlb2UT21kncA	253	5.667000000000001	5.75	1.0	1.0	Police in Hope, Indiana, released a chilling photo of a mother passed out behind the steering wheel of her car from an apparent drug overdose with a syringe in her hand. Crying in the backseat: her 10-month-old son. Parents are doing this more often with children in the car because they are doing it away from someone who is going to disapprove,” marshal Matthew Tallent told IndyStar. “This is becoming a new norm for drug users	neutral	1	6	1	53	240000	4.0	4.0	4.0	3.5	3.5	3.143	3.143	3.0	2.857					
R_DHy2Rcz9Hym8jgl_5	R_DHy2Rcz9Hym8jgl	344	1.0	1.0	0.0	0.0	This is such a weird experience and so unexplained. Why are so many people dying in the Med? there are not enough safety measures being put in place so that people can safely enjoy themselves. It is so easy to take someone's money but then you do not give them the safety that they paid for. It's sad and such a shame but honestly, I not at all surprised.	sadness	2	4	3	34	30000	7.0	7.0	7.0	7.0	7.0	5.0	1.286	4.2860000000000005	4.428999999999999					
R_vUBJ2mNrSE6rEGd_3	R_vUBJ2mNrSE6rEGd	235	1.833	1.375	0.0	0.0	The article that I read was about these architects that are building things and they are kindof looking at the tactics for buildings and their tools that are used to build the buildings.  They want to see what will be safer and allow the people to make better buildings.  There was a recent mishap that caused several people to die and it was related to the building issues.	neutral	1	6	1	34	10000	4.0	5.0	5.0	4.0	4.5	3.857	3.286	3.286	3.571					
		34	2.6666666666666665	2.125			People are suffering in the middle east. I wonder if there will ever be peace over there. I feel like the war is never ending. It just keeps going and going. If it's not al qaeda its ISIS or the taliban. When will it end? Is the war actually making anyones lives better? Or is it just making everything worse for everyone?	Neutral	1	6	1	34	68000	5.5	6.0	5.5	5.0	6.5	3.143	1.714	3.857	2.429	261.0	46.0	2.0	train	760.0
R_3npi2r9WK3X6C5j_2	R_3npi2r9WK3X6C5j	136	4.0	4.0	1.0	1.0	France Dismantles 'The Jungle' in Calais — A small camp in Calais, France, housing nearly 8,000 migrants hoping to cross into England, is being evacuated and torn down in what French authorities are calling a “humanitarian” operation. The migrants, fleeing their homes in Africa and the Middle East, are being relocated from the camp known as “the Jungle” to centers across France. Some have decided they do not want to leave, and protests have resulted in fires burning through tents, trailers, shacks, and makeshift shops in the camp. The dismantlement operation is expected to last for a week.	neutral	1	6	3	30	100	4.0	4.0	4.0	4.0	4.0	2.857	3.571	3.714	2.714					
R_1FPPdbnLwSGuNfD_3	R_1FPPdbnLwSGuNfD	183	3.167	1.875	0.0	0.0	I really like Kate and she is an amazing actress. It sucks that she and her husband after so many years have decided to call it quits. America has one of the highest divorce rates in the world, which makes me feel that love is harder to attain today. Although I am a hopeless romantic and I feel that not every coupling has to be condemned to such a fate as Kate, Len and most Americans have to endure.	sadness	1	4	1	30	30000	6.5	6.5	6.5	7.0	6.0	5.0	2.571	4.714	5.0					
R_3NE6n7uqh1yxXaq_4	R_3NE6n7uqh1yxXaq	269	1.0	6.0	0.0	1.0	I am so sick and tired of Donald Trump. He has no idea what he is doing. He is making America a laughing stock to the world. He is a puppet. He is a big man baby who cannot take criticism or do a job right. He's not as rich as he says. He does what he wants and figures money will take care of it all. I cannot wait till he is out of office.	disgust	2	4	2	34	25000	5.0	5.0	1.0	6.0	5.5	4.571000000000001	1.714	4.857	4.571000000000001					
R_3KDPGjpoRqJxdFY_1	R_3KDPGjpoRqJxdFY	38	4.5	6.75	1.0	1.0	It is time to end this war and bring our troops home. We have been in Afghanistan for almost 18 years. That is insane. Our original purpose was to fight Al-Qaeda which we accomplished  a long time ago. Then our goal was to kill Bin Laden, this was also accomplished a long time ago. This is a war with no end game.	anger	1	4	1	45	27000	6.0	6.0	6.0	6.5	6.0	4.0	1.143	2.714	4.857					
		313	1.6666666666666667	5.0			This is something that is hard to choose sides with.  When people seek asylum its fine to want to help. At some point though it becomes too much and a country like Germany can only hold so much people in it. I think what Germany needs is to overhaul their immigration laws and make a change down the middle where asylum is fair but realistic.	Neutral	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	195.0	19.0	1.0	train	194.0
		169	4.166666666666667	3.375			I am not really sure how I feel about this article. I kind of think that parents in this situation should face some type of consequences. Not always jail time but community service or being forced to partake in educational classes so as to avoid these situations in the future. As hard as it is to say this, the parents are at fault as this is a clear case of negligence. 	Neutral	1	2	1	30	30000	6.0	6.5	4.0	4.0	5.5	4.0	1.571	4.0	3.857	76.0	2.0	1.0	train	75.0
		202	1.0	2.875			After reading the article, my first reaction was anger. I just couldn't believe that any man would be able to take the lives of his own children. It felt really wrong and that man is very messed up in the head. I was also starting to think that maybe the man just had some sort of mental illness that was very severe. The man could also have been under the influence of drugs.	Anger	1	6	1	29	85000	6.75	6.75	6.75	6.75	7.0	4.643	2.0715	4.143	4.643	282.0	17.0	2.0	train	781.0
R_NXWUciQSQ1AJ7PP_4	R_NXWUciQSQ1AJ7PP	320	1.0	1.875	0.0	0.0	"Another Muslim attacking Americans right here at home and you hardly hear or see anything about all these smaller attacks happening to regular people every day all over the country. And of course, they chime right in with excuses and the ""don't judge us all"" when they do nothing to stop it. They don't even condemn it at all, which really telling."	disgust	1	5	1	54	16000	1.0	7.0	1.5	1.5	2.0	2.857	2.857	4.2860000000000005	1.0					
		302	2.0	2.0			Hey man, this is crazy. I had no idea air pollution causes this much damage to us. Did you know in India it kills almost half a million people per year? That is absolutely insane. Something has to be done about this pollution. I wonder what it is in America? It's probably even worse here than it is there. Some places have real bad air quality.	Surprise	1	6	1	34	68000	5.5	6.0	5.5	5.0	6.5	3.143	1.714	3.857	2.429	157.0	46.0	1.0	train	156.0
		53	4.333333333333333	5.5			I think that it is shocking that people waste so much food yet think that everybody is wasting more food than them. I go to the grocery store and see how much stuff people have in their carts and how much money they spend so it's no shock to me that people waste so much food, there is no way they can eat it all. Maybe they are not aware that they are wasting so much food and how bad it is for the environment. 	Disgust	2	6	1	30	55000	6.5	5.5	2.5	5.5	4.5	4.0	3.143	4.0	4.0	477.0	50.0	2.0	train	976.0
